plazo_dias,valor
1,3.57999999999947
2,3.5818915498442196
3,3.58378309968898
4,3.5856746495337397
5,3.5875661993785
6,3.58945774922192
7,3.5913492990668696
8,3.5932408489117695
9,3.59513239875575
10,3.59702394860068
11,3.5989154984448604
12,3.6008070482898002
13,3.60269859813409
14,3.60459014797902
15,3.6064816978234
16,3.60837324766782
17,3.6102647975127597
18,3.6121563473572302
19,3.6140478972017296
20,3.61593944704625
21,3.6178309968908002
22,3.6197225467353698
23,3.6216140965799495
24,3.6235056464245496
25,3.6253971962691605
26,3.62669396169883
27,3.6279907271286
28,3.62928749255846
29,3.6305842579881302
30,3.6318810234178898
31,3.63317778884747
32,3.63447455427715
33,3.6357713197069
34,3.63706808513673
35,3.63836485056641
36,3.6396616159961503
37,3.6409583814257602
38,3.64225514685564
39,3.64355191228538
40,3.6448486777149904
41,3.64614544314467
42,3.64744220857441
43,3.64873897400421
44,3.6500357394338803
45,3.65133250486362
46,3.65262927029341
47,3.65392603572309
48,3.6552228011528203
49,3.6565195665826096
50,3.65781633201228
51,3.65911309744201
52,3.66040986287163
53,3.6617066283014603
54,3.66300339373119
55,3.66430015916082
56,3.6655969245906403
57,3.66689369002036
58,3.66819045544999
59,3.66948722087981
60,3.67078398630953
61,3.6720807517391605
62,3.67337751716897
63,3.6746742825986902
64,3.67597104802833
65,3.6772678134581303
66,3.6785645788878503
67,3.6798613443176102
68,3.6811581097472796
69,3.682454875177
70,3.6838451685907403
71,3.68523546200444
72,3.68662575541822
73,3.68801604883196
74,3.68940634224567
75,3.69079663565944
76,3.69218692907318
77,3.6935772224868804
78,3.69496751590066
79,3.69635780931439
80,3.6977481027281005
81,3.6991383961418696
82,3.70052868955561
83,3.70191898296931
84,3.70330927638308
85,3.70469956979682
86,3.7060898632105204
87,3.70748015662429
88,3.70887045003803
89,3.71026074345173
90,3.7116510368655002
91,3.71304133027923
92,3.71443162369294
93,3.7158219171067097
94,3.71721221052044
95,3.71860250393415
96,3.71999279734791
97,3.72138309076165
98,3.72277338417535
99,3.7241636775891105
100,3.72555397100285
101,3.7269442644165602
102,3.72833455783032
103,3.72972485124405
104,3.7311151446577604
105,3.7325054380715197
106,3.7338957314852497
107,3.73528602489896
108,3.73667631831272
109,3.73806661172645
110,3.7394569051401603
111,3.7408471985539196
112,3.7422374919676504
113,3.74362778538143
114,3.7450180787951197
115,3.74640837220885
116,3.74779866562263
117,3.74918895903631
118,3.7505792524500503
119,3.7519695458638203
120,3.75335983927758
121,3.75475013269131
122,3.75614042610502
123,3.75753071951877
124,3.7589210129325
125,3.76031130634621
126,3.76170159975997
127,3.7630918931737
128,3.76448218658747
129,3.7658724800011605
130,3.76726277341489
131,3.7686530668286604
