plazo_dias,valor
1,-0.00021245
2,0.0
3,-8.5625e-05
4,-0.00017125
5,-0.00022956249999999998
6,-0.000287875
7,-0.0003461875
8,-0.00040449999999999997
9,-0.000464285714
10,-0.000524071428
11,-0.000583857142
12,-0.0006436428570000001
13,-0.000703428571
14,-0.0007632142850000001
15,-0.0008230000000000001
16,-0.0008839285710000001
17,-0.000944857142
18,-0.0010057857139999999
19,-0.001066714285
20,-0.001127642857
21,-0.001188571428
22,-0.0012495
23,-0.00131265
24,-0.0013758
25,-0.00143895
26,-0.0015021000000000001
27,-0.00156525
28,-0.0016284
29,-0.0016915500000000002
30,-0.0017547
31,-0.00181785
32,-0.0018809999999999999
33,-0.0019432580640000002
34,-0.002005516129
35,-0.002067774193
36,-0.002130032258
37,-0.002192290322
38,-0.002254548387
39,-0.002316806451
40,-0.002379064516
41,-0.00244132258
42,-0.002503580645
43,-0.002565838709
44,-0.0026280967740000003
45,-0.002690354838
46,-0.002752612903
47,-0.0028148709669999997
48,-0.002877129032
49,-0.002939387096
50,-0.003001645161
51,-0.003063903225
52,-0.00312616129
53,-0.003188419354
54,-0.003250677419
55,-0.0033129354829999997
56,-0.003375193548
57,-0.0034374516120000004
58,-0.003499709677
59,-0.003561967741
60,-0.003624225806
61,-0.00368648387
62,-0.0037487419350000005
63,-0.003811
64,-0.003876378787
65,-0.003941757575
66,-0.004007136363
67,-0.004072515151
68,-0.004137893939
69,-0.004203272727
70,-0.004268651515
71,-0.004334030303
72,-0.0043994090900000005
73,-0.0044647878779999995
74,-0.004530166666
75,-0.004595545453999999
76,-0.004660924242
77,-0.004726303029999999
78,-0.004791681818
79,-0.004857060606
80,-0.0049224393929999995
81,-0.004987818181
82,-0.005053196968999999
83,-0.005118575757
84,-0.005183954545
85,-0.005249333333
86,-0.005314712121
87,-0.005380090909
88,-0.005445469696
89,-0.005510848484
90,-0.005576227272
91,-0.00564160606
92,-0.005706984848
93,-0.005772363636
94,-0.005837742424
95,-0.005903121212
96,-0.0059685
97,-0.006033803571
98,-0.006099107142
99,-0.006164410714
100,-0.006229714285
101,-0.006295017857
102,-0.006360321428
103,-0.006425624999999999
104,-0.006490928571000001
105,-0.006556232142000001
106,-0.006621535713999999
107,-0.006686839285000001
108,-0.006752142857
109,-0.006817446428
110,-0.00688275
111,-0.006948053571
112,-0.007013357142
113,-0.007078660714
114,-0.007143964285
115,-0.007209267857000001
116,-0.0072745714280000005
117,-0.007339875000000001
118,-0.007405178571000001
119,-0.007470482142
120,-0.0075357857139999995
121,-0.007601089285
122,-0.007666392857
123,-0.007731696428
124,-0.007797
125,-0.007861966666
126,-0.007926933333
127,-0.0079919
128,-0.008056866666000001
129,-0.008121833333
130,-0.0081868
131,-0.008251766666
132,-0.008316733333
133,-0.008381699999999999
134,-0.008446666666
135,-0.008511633333
136,-0.0085766
137,-0.008641566666
138,-0.008706533333
139,-0.0087715
140,-0.008836466666
141,-0.008901433333
142,-0.0089664
143,-0.009031366665999999
144,-0.009096333332999999
145,-0.0091613
146,-0.009226266665999999
147,-0.009291233333
148,-0.0093562
149,-0.009421166666
150,-0.009486133333
151,-0.0095511
152,-0.009616066666000001
153,-0.009681033333000001
154,-0.009746
155,-0.009815312500000001
156,-0.009884625
157,-0.009953937500000001
158,-0.010023250000000001
159,-0.010092562499999999
160,-0.010161875
161,-0.0102311875
162,-0.010300499999999999
163,-0.0103698125
164,-0.010439125
165,-0.010508437499999999
166,-0.01057775
167,-0.0106470625
168,-0.010716374999999998
169,-0.0107856875
170,-0.010855
171,-0.0109243125
172,-0.010993625
173,-0.0110629375
174,-0.01113225
175,-0.0112015625
176,-0.011270875
177,-0.0113401875
178,-0.0114095
179,-0.0114788125
180,-0.011548125000000001
181,-0.0116174375
182,-0.011686750000000001
183,-0.011756062500000001
184,-0.011825374999999999
185,-0.0118946875
186,-0.011964
187,-0.012027533332999999
188,-0.012091066666000001
189,-0.012154600000000002
190,-0.012218133333
191,-0.012281666666
192,-0.0123452
193,-0.012408733333
194,-0.012472266666000001
195,-0.0125358
196,-0.012599333333
197,-0.012662866666
198,-0.012726399999999999
199,-0.012789933333
200,-0.012853466665999999
201,-0.012916999999999998
202,-0.012980533333
203,-0.013044066666
204,-0.013107599999999999
205,-0.013171133333
206,-0.013234666666
207,-0.0132982
208,-0.013361733333000001
209,-0.013425266665999998
210,-0.0134888
211,-0.013552333333
212,-0.013615866665999999
213,-0.013679400000000001
214,-0.013742933333
215,-0.013806466666
216,-0.013869999999999999
217,-0.013933357142
218,-0.013996714284999998
219,-0.014060071428
220,-0.014123428571
221,-0.014186785714000002
222,-0.014250142857
223,-0.0143135
224,-0.014376857142
225,-0.014440214284999999
226,-0.014503571428000002
227,-0.014566928570999999
228,-0.014630285713999998
229,-0.014693642857
230,-0.014757
231,-0.014820357142
232,-0.014883714284999999
233,-0.014947071428000001
234,-0.015010428571
235,-0.015073785713999999
236,-0.015137142857000001
237,-0.015200499999999999
238,-0.015263857142
239,-0.015327214285
240,-0.015390571428
241,-0.015453928571
242,-0.015517285713999998
243,-0.015580642857000001
244,-0.015643999999999998
245,-0.015705742424
246,-0.015767484848000002
247,-0.015829227272
248,-0.015890969696
249,-0.015952712121
250,-0.016014454545
251,-0.016076196969
252,-0.016137939392999998
253,-0.016199681817999998
254,-0.016261424242
255,-0.016323166666000002
256,-0.01638490909
257,-0.016446651515
258,-0.016508393939000002
259,-0.016570136363
260,-0.016631878787
261,-0.016693621212
262,-0.016755363636
263,-0.01681710606
264,-0.016878848483999998
265,-0.016940590909
266,-0.017002333333
267,-0.017064075757
268,-0.017125818181
269,-0.017187560606
270,-0.01724930303
271,-0.017311045454
272,-0.017372787878
273,-0.017434530303
274,-0.017496272727
275,-0.017558015151
276,-0.017619757575
277,-0.0176815
278,-0.017742214285
279,-0.017802928571
280,-0.017863642856999998
281,-0.017924357142
282,-0.017985071428000002
283,-0.018045785714
284,-0.0181065
285,-0.018167214285
286,-0.018227928571
287,-0.018288642857
288,-0.018349357142
289,-0.018410071428
290,-0.018470785713999998
291,-0.0185315
292,-0.018592214285
293,-0.018652928571
294,-0.018713642856999998
295,-0.018774357142
296,-0.018835071428000002
297,-0.018895785714
298,-0.0189565
299,-0.019017214285
300,-0.019077928571
301,-0.019138642857
302,-0.019199357142
303,-0.019260071428
304,-0.019320785713999998
305,-0.0193815
306,-0.019442790321999998
307,-0.019504080644999998
308,-0.019565370967
309,-0.01962666129
310,-0.019687951612
311,-0.019749241935000002
312,-0.019810532258000002
313,-0.01987182258
314,-0.019933112903
315,-0.019994403225
316,-0.020055693548
317,-0.02011698387
318,-0.020178274192999997
319,-0.020239564515999998
320,-0.020300854838
321,-0.020362145161
322,-0.020423435483
323,-0.020484725806
324,-0.020546016129000002
325,-0.020607306451
326,-0.020668596774
327,-0.020729887096
328,-0.020791177419
329,-0.020852467741
330,-0.020913758064
331,-0.020975048387
332,-0.021036338709
333,-0.021097629032
334,-0.021158919354
335,-0.021220209676999998
336,-0.0212815
337,-0.0213336875
338,-0.021385875
339,-0.0214380625
340,-0.02149025
341,-0.0215424375
342,-0.021594625
343,-0.021646812499999998
344,-0.021699
345,-0.0217511875
346,-0.021803375
347,-0.021855562499999998
348,-0.02190775
349,-0.021959937500000002
350,-0.022012125
351,-0.0220643125
352,-0.0221165
353,-0.0221686875
354,-0.022220875
355,-0.0222730625
356,-0.02232525
357,-0.0223774375
358,-0.022429624999999998
359,-0.0224818125
360,-0.022534000000000002
361,-0.0225861875
362,-0.022638375
363,-0.022690562499999997
364,-0.022742750000000003
365,-0.0227949375
366,-0.022847125
367,-0.022899312499999998
368,-0.0229515
369,-0.023002094565
370,-0.023052689129999998
371,-0.023103283694999997
