ISIN,NOM,NAM,SECTOR,GLOBAL,US EQUITY,EUROPEAN EQUITY +  UK,JAPON EQUITY,EM GLOBAL,EM ASIAN EQUITY,LATIN AMERICAN EQUITY,ALTERNATIVE,TOTAL,ORO,PLATA,REAL ESTATE,CONTROL,RIESGO,USD,EUR,JPY,CAD,GBP,MXN,BRL,AUD,COP,TOTAL,,,,,,,,,,,,,,,
US46432F3964,ISHARES MSCI USA MOMENTUM FACTOR,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1.0000000000000002,0,0,0,0,0,0,0,0,1.0000000000000002,,,,,,,,,,,,,,,
US46432F3709,ISHARES EDGE MSCI USA SIZE ETF,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9984158475186523,0,0,0.0015841524813462145,0,0,0,0,0,0.9999999999999986,,,,,,,,,,,,,,,
LU0943624824,JP MORGAN ASSET MANAGEMENT EUROPE- EM ASIA,ETF EM Asia,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.03847970859047964,0,0,0,0,0.18743377163751876,0,0.7740865197720017,0,1,,,,,,,,,,,,,,,
US97717X7194,WISDOMTREE CHINA EX STATE OWNED ENTERPRISES FUND C,ETF China,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.04748309321516145,0,0,0,0,0,0,0.9525169067848382,0,0.9999999999999997,,,,,,,,,,,,,,,
US81369Y1001,MATERIALS SELECT SECTOR SPDR,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
LU1934328755,INVESCO CHINA FOCS USD ACC,FM China,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.05718835920083212,0,0,0,0,0,0,0.9428116407991678,0,0.9999999999999999,,,,,,,,,,,,,,,
GB0006063233,BAILLIE GIFFORD PACIFIC B ACC,FM EM Asia,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.15195359613559956,0,0,0,0.01166661206804547,0.13079686166415042,0,0.7055829301322045,0,1,,,,,,,,,,,,,,,
US4642884302,ISHARES S&P ASIA 50 INDEX FD-AIA US,ETF EM Asia,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.0005090550129971428,0,0,0,0,0,0,0.9994909449870026,0,0.9999999999999998,,,,,,,,,,,,,,,
GB00BD5Z0Z54,Baillie Gifford L/T Glb Gr Invm B Acc,FM Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD,0.7187318533471486,0.09666419910375337,0,0.02000606041481268,0.012398997692723325,0.01497165725404031,0,0.13722723218752148,0,0.9999999999999998,,,,,,,,,,,,,,,
US81369Y5069,ENERGY SELECT SECTOR SPDR,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
IE00BYX2JD69,ISHARES MSCI WORLD SRI ETF,ETF Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD,0.6604414231878419,0.17248757840843773,0.07450379692700226,0.0485993416620284,0.020790501170909925,0,0,0.02317735864377948,0,0.9999999999999998,,,,,,,,,,,,,,,
IE00BYVJRP78,ISHARES MSCI EM SRI ETF,ETF EM Global,EM EQUITY,0,0,0,0,1,0,0,0,1,0,0,0,1,USD,0.03381254704593115,0.01588585889430968,0.018993719154541254,0.0055928026438502535,0,0.16288458529079353,0.03384315747545205,0.7289873294951215,0,0.9999999999999993,,,,,,,,,,,,,,,
LU0823426647,BNP PARIBAS FUNDS CHINA EQUITY I CAPITALISATION,FM China,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,
IE00BHWQNP08,COMGEST GROWTH EUROPE SMALLER COMPANIES FUND,FM Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,USD,0.026669013202989617,0.7305844207478768,0,0,0.2323584981835045,0,0,0.010388067865629324,0,1.0000000000000002,,,,,,,,,,,,,,,
GB0006058258,BAILLIE GIFFORD EUROPEAN FUND,FM Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,USD,0.03542460636461624,0.8910787278527402,0,0.06746514038522987,0.0060315253974136925,0,0,0,0,1,,,,,,,,,,,,,,,
LU1387591727,MORGAN STANLEY EUROPEAN OPPORTUNITY FUND,FM Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,USD,0.17252239265730518,0.7020181546529328,0,0,0.12545945268976194,0,0,0,0,1,,,,,,,,,,,,,,,
US5771258598,Matthews Asia Innovators Institutional,FM EM Asia,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.2277152026611206,0,0,0,0,0.13143921624771726,0,0.640845581091162,0,0.9999999999999998,,,,,,,,,,,,,,,
US46090E1038,INVESCO QQQ TRUST SERIES 1,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9859457004238779,0,0,0.014054299576122208,0,0,0,0,0,1,,,,,,,,,,,,,,,
LU0823422067,BNP DISRUPTIVE TECHI,FM Global,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9237388662824161,0.04136983318390452,0.008326427198187688,0.02179098170901609,0,0,0,0.004773891626476042,0,1.0000000000000004,,,,,,,,,,,,,,,
GB00B06HZN29,BAILLIE GIFFORD EMERGING MARKETS LEADING CO FUND,FM EM Global,EM EQUITY,0,0,0,0,1,0,0,0,1,0,0,0,1,USD,0.27151526772579543,0.01964400164549619,0,0.029861529504781433,0.004884613345069569,0.12282795533678187,0.04258453600271077,0.5086820964393647,0,1,,,,,,,,,,,,,,,
LU1130125799,AS SICAV I CHINA A SHARE EQUITY FUND,FM China,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.025807325360072103,0,0,0,0,0,0,0.9741926746399279,0,1,,,,,,,,,,,,,,,
LU0888974473,BLACKROCK GLOBAL FUNDS CONTINENTAL EUROPEAN FLEX,FM Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,USD,0.05628225522068201,0.8994888523912694,0,0,0.04422889238804837,0,0,0,0,0.9999999999999998,,,,,,,,,,,,,,,
LU1713307699,SCHRODER INTERNATIONAL SELECTION FUND CHINA A C AC,FM China,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.021798885092699033,0,0,0,0,0,0,0.9782011149073013,0,1.0000000000000004,,,,,,,,,,,,,,,
LU1575869638,Fidelity Greater China I-Acc-USD,FM China,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.053907400559046345,0,0,0,0,0,0,0.9460925994409535,0,0.9999999999999998,,,,,,,,,,,,,,,
LU1770940218,JPM JAPAN EQTYI2 USD ACC,FM Japan,ASIAN EQUITY,0,0,0,1,0,0,0,0,1,0,0,0,1,USD,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
IE00BYX8XC17,ISHARES MSCI JAPAN SRI UCITS ETF,ETF Japan,ASIAN EQUITY,0,0,0,1,0,0,0,0,1,0,0,0,1,USD,0.004191436425978875,0,0.995808563574021,0,0,0,0,0,0,0.9999999999999999,,,,,,,,,,,,,,,
IE00BYVJRR92,ISHARES MSCI USA SRI UCITS ETF USD ACC,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9999999999999999,0,0,0,0,0,0,0,0,0.9999999999999999,,,,,,,,,,,,,,,
IE00B4JNQZ49,ISHARES SP 500 FINANCIALS,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9999999999999999,0,0,0,0,0,0,0,0,0.9999999999999999,,,,,,,,,,,,,,,
LU2055182070,JPM CHINA ASHARE OPPORT I ACC,FM China,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0,0,0,0,0,0,0,0.9999999999999997,0,0.9999999999999997,,,,,,,,,,,,,,,
FR0013406998,Echiquier Agenor SRI Mid Cap Eurp IXL,ETF Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,EUR,0,0.999999999999999,0,0,0,0,0,0,0,0.999999999999999,,,,,,,,,,,,,,,
US46641Q2176,JPMORGAN BETABUILDERS JAPAN,ETF Japan,ASIAN EQUITY,0,0,0,1,0,0,0,0,1,0,0,0,1,USD,0.00028426583093296866,0,0.9997157341690666,0,0,0,0,0,0,0.9999999999999996,,,,,,,,,,,,,,,
LU1378878604,MORGAN STANLEY ASIA OPPORTUNITY FUND,FM EM Asia,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.4351061644624026,0,0,0,0,0.1826401844542811,0,0.3822536510833163,0,1,,,,,,,,,,,,,,,
US09290C5094,BLACKROCK US CARBON TRANSITION REA,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9998905685071878,0,0,0.00010943149281140855,0,0,0,0,0,0.9999999999999992,,,,,,,,,,,,,,,
US78463X5095,SPDR® Portfolio Emerging Markets ETF,ETF EM Global,EM EQUITY,0,0,0,0,1,0,0,0,1,0,0,0,1,USD,0.10947032831611778,0.025754109468097107,0.016895442039245163,0.03273996015783295,0.00893386146954221,0.1710087007816226,0.03512959055373044,0.6000680072138111,0,0.9999999999999994,,,,,,,,,,,,,,,
IE00BQN1K901,ISHARES EDGE MSCI EUROPE VALUE FACTOR UCITS ETF,ETF Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,USD,0.023973695045690604,0.7214390145457674,0,0,0.25458729040854206,0,0,0,0,1,,,,,,,,,,,,,,,
LU0248059486,JPMORGAN FUS SM CP GRI USD,FM US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
US4642876142,ISHARES RUSSELL 1000 GROWTH ETF,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9993598056208216,0,0,0.0006401943791774259,0,0,0,0,0,0.999999999999999,,,,,,,,,,,,,,,
LU2059874102,UBS (Lux) EF China Oppo(USD) I-A2-acc,FM China,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.236882039041272,0,0,0,0,0,0,0.7631179609587279,0,0.9999999999999999,,,,,,,,,,,,,,,
LU0794920784,UBS (Lux) KSS Asian Eqs $ USD I-A1 Acc,FM EM Asia,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.10837056204763847,0,0,0,0,0.19548002536165382,0,0.6961494125907077,0,1,,,,,,,,,,,,,,,
LU1823088627,T ROWE PRICE JAPON EQUITY,FM Asia,ASIAN EQUITY,0,0,0,1,0,0,0,0,1,0,0,0,1,USD,0,0.015100156246087652,0.984899843753912,0,0,0,0,0,0,0.9999999999999997,,,,,,,,,,,,,,,
LU1616698814,MIROVA GLOBAL SUTAINABLE EQUITY FUND,FM Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD,0.6987109286344853,0.19660935168180105,0.025991709254513978,0.03924542320129115,0.039442587227907944,0,0,0,0,0.9999999999999994,,,,,,,,,,,,,,,
LU1866970491,BLACKROCK GLOBAL FUNDS EMERGING MARKETS FUND I5,FM Global,GLOBAL EQUITY,0,0,0,0,1,0,0,0,1,0,0,0,1,USD,0.24746305221355336,0.058589676388481046,0.01923475723125721,0.033477307808659984,0,0.18261440763684167,0.0455641269871917,0.41305667173401506,0,1,,,,,,,,,,,,,,,
LU0557290854,SCHRODER ISF GLOBAL SUSTAINABLE GROWTH,FM Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD,0.4988217134592692,0.20469437175131305,0.10554437477762503,0,0.1111435051220317,0.012598892126489937,0.0003252979409155599,0.06687184482235564,0,1,,,,,,,,,,,,,,,
IE00BF47M052,GAM Star Disruptive Gr Instl USD Acc,FM Global,US EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD,0.7640232875221863,0.08611866246908764,0.1009777450895618,0,0,0,0,0.0488803049191644,0,1,,,,,,,,,,,,,,,
LU2376026337,DWS Invest Latin American Eqs USD IC,FM Latam,LATIN AMERICAN EQUITY,0,0,0,0,0,0,1,0,1,0,0,0,1,USD,0.30598711589844535,0,0,0,0,0.17618628570916783,0.49144023557399863,0.026386362818388305,0,1,,,,,,,,,,,,,,,
LU0908500753,Lyxor Core STOXX Europe 600(DR) ETF Acc,ETF Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,EUR,0.0066585300899217326,0.7596355388696234,0,0,0.233705931040455,0,0,0,0,1.0000000000000002,,ETF Europe,,,,,,,,,,,,,
LU0248042839,JPMORGAN FUNDS CHINA FUND I ACC USD,FM China,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.10597789575361251,0,0,0,0,0,0,0.894022104246387,0,0.9999999999999994,,FM China,,,,,,,,,,,,,
US46432F8427,ISHARES CORE MSCI EAFE ETF,ETF Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD,0.02165244244315242,0.46827019697819716,0.2452965539322422,0.00030194669010890257,0.14498163086591317,0,0,0.11949722909038697,0,1.0000000000000009,,ETF Global,,,,,,,,,,,,,
LU0111012836,PICTETASIAN EQUITIES EX JAPAN I USD,FM EM Asia,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.07036629203265819,0,0,0,0,0.1921811009024144,0,0.7374526070649273,0,0.9999999999999999,,,,,,,,,,,,,,,
LU1560650134,FIDELITY CHINA FOCUS FUND,FM China,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.0888012446166126,0.05087432248854258,0,0,0,0,0,0.8603244328948446,0,0.9999999999999998,,,,,,,,,,,,,,,
GB00B39RMM81,Baillie Gifford China Fund B (Acc),FM China,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,GBP,0.052690156821042534,0,0,0,-0.005795004098601736,0,0,0.9531048472775591,0,0.9999999999999999,,,,,,,,,,,,,,,
US78468R5312,SPDR SP 500 ESG ETF,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
US81369Y8865,Utilities Select Sector SPDR® ETF,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
LU1777188316,FIDELITY JAPAN ADVANTAGE I,FM Japan,ASIAN EQUITY,0,0,0,1,0,0,0,0,1,0,0,0,1,JPY,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
LU0858455784,ROBECO QI EMERGING MKT SUST ACT EQ,FM EM Global,EM GLOBAL EQUITY,0,0,0,0,1,0,0,0,1,0,0,0,1,USD,0.07662644343779229,0.05348418051576216,0.01148000753297674,0.0372443297504552,0.008069147292088515,0.1505484591045451,0.05451092799584288,0.6080365043705372,0,1,,,,,,,,,,,,,,,
LU1529950328,ROBECO CHINESE A SHARE EQUITIES,FM China,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,
GB00BNBS8650,FTF Martin Currie Japan Equity Fund,FM Japan,ASIAN EQUITY,0,0,0,1,0,0,0,0,1,0,0,0,1,GBP,0,0,0.9408944244309381,0,0.05910557556906191,0,0,0,0,1,,,,,,,,,,,,,,,
US81369Y8600,Real Estate Select Sector SPDR®,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
IE00BQT3WG13,ISHARES MSCI CHINA A UCITS ETF,ETF China,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.0023754323499505796,0,0,0,0,0,0,0.9976245676500501,0,1.0000000000000007,,,,,,,,,,,,,,,
IE00B86MWN23,iShares Edge MSCI Europe Minimum Volatility UCITS ETF,ETF Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,EUR,0.01594081321294517,0.8075189003105918,0,0,0.17654028647646314,0,0,0,0,1,,,,,,,,,,,,,,,
IE00B8FHGS14,iShares Edge MSCI World Minimum Volatility UCITS ETF,ETF Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD,0.6728222290476702,0.1330810010938968,0.10506362061396259,0.04634014751752072,0.007552644586897037,0,0,0.03514035714005237,0,0.9999999999999997,,,,,,,,,,,,,,,
LU0129437173,JPM Global Sustainable Equity C,FM Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD,0.7307945050809792,0.13131816699708498,0.05743107438648968,0,0.044154253589871954,0.014534818338730432,0,0.021767181606844023,0,1.0000000000000002,,,,,,,,,,,,,,,
LU2045877524,"FIDELITY ASIA PACIFIC OPPORTUNITIES ""I"" (USD) ACC",FM EM Asia,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.23335980414029653,0,0,0.08470401577411726,0,0.09013500021491151,0,0.5918011798706745,0,0.9999999999999998,,,,,,,,,,,,,,,
LU1079841513,OSSIAM SHILLER BRLYCAPE US ETF,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1.0000000000000009,0,0,0,0,0,0,0,0,1.0000000000000009,,,,,,,,,,,,,,,
LU0823435044,BNP PARIBAS US GROWTH,FM US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
LU0106261539,SCHRODER ISF US LARGE CAP C AC,FM US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9871982367135669,0.012801763286432868,0,0,0,0,0,0,0,0.9999999999999998,,,,,,,,,,,,,,,
GB00BZ2YND85,JUPITER ASIAN INCOME I GBP ACC,FM Asia,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,GBP,0.0791,0,0,0,0,0,0,0.9209,0,1,,,,,,,,,,,,,,,
IE00B1YZSC51,ISHARES CORE MSCI EUROPA,FM Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,GBP,0.019115687739525652,0.7557163173034642,0,0,0.2251679949570099,0,0,0,0,0.9999999999999998,,,,,,,,,,,,,,,
US46641Q7613,JPMORGAN US QUALITY FACTOR,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
IE00BSJCNS13,GUARDCAP GLOBAL EQUITY - I USD,FM Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD,0.5821000000000001,0.3357,0.020499999999999997,0,0,0,0,0.0617,0,1,,,,,,,,,,,,,,,
DE000A0Q4R85,iShares MSCI Brazil UCITS,ETF Latam,LATIN AMERICAN EQUITY,0,0,0,0,0,0,1,0,1,0,0,0,1,USD,0.17140771827222182,0,0,0,0,0,0.8285922817277782,0,0,1,,,,,,,,,,,,,,,
LU1796233820,DWS Invest Latin American Equities FC50,FM Latam,LATIN AMERICAN EQUITY,0,0,0,0,0,0,1,0,1,0,0,0,1,EUR,0.30598711589844535,0,0,0,0,0.17618628570916783,0.49144023557399863,0.026386362818388305,0,1,,,,,,,,,,,,,,,
US46137V3574,INVESCO S&P 500 EQUAL WEIGHT,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1.0000000000000002,0,0,0,0,0,0,0,0,1.0000000000000002,,,,,,,,,,,,,,,
US46434G7723,iShares MSCI Taiwan ETF,ETF EM Asia,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.0006442998031545511,0,0,0,0,0,0,0.9993557001968454,0,0.9999999999999999,,,,,,,,,,,,,,,
US78464A8541,SPDR® Portfolio S&P 500 ETF,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1.000000000000001,0,0,0,0,0,0,0,0,1.000000000000001,,,,,,,,,,,,,,,
GB00BJSFMQ91,Invesco Asian Fund (UK) D (Acc),FM EM Asia,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,GBP,0.12565888040369944,0,0,0,0.0627185899255578,0.06127377667505723,0,0.7503487529956856,0,1,,,,,,,,,,,,,,,
IE00B3YCGJ38,Invesco S&P 500 UCIT Acc,,,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.99,0.004,0,0,0.006,0,0,0,0,1,,,,,,,,,,,,,,,
US46641Q1913,JPMorgan BetaBuilders Europe ETF,,,0,0,1,0,0,0,0,0,1,0,0,0,1,USD,0.009319779552425701,0.7518258391657002,0,0,0.23885438128187414,0,0,0,0,1,,,,,,,,,,,,,,,
IE00B6TYHG95,Wellington Strategic European Equity Fund EUR S Ac,FM Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,EUR,0.07231794938706157,0.6516059444614645,0,0,0.276076106151474,0,0,0,0,1,,,,,,,,,,,,,,,
IE00B53QG562,iShares Core MSCI EMU UCITS ETF,ETF Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,EUR,0.0016917857401755475,0.9973584739395223,0,0,0.0009497403203018986,0,0,0,0,0.9999999999999998,,,,,,,,,,,,,,,
LU1495982941,Blackrock - Japan Flexible Equity JPY,FM Japan,ASIAN EQUITY,0,0,0,1,0,0,0,0,1,0,0,0,1,JPY,0,0,1.000004647710343,0,0,0,0,0,0,1.000004647710343,,,,,,,,,,,,,,,
LU2134542260,Blackrock - World technology Fund,FM US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.8268123840903995,0.05944322400762078,0.028671868961438533,0.03740867663036756,0.014581578215064625,0,0,0.033082268095109106,0,1.0000000000000002,,,,,,,,,,,,,,,
LU1217871059,GS Japan Equity Partners,FM Japan,ASIAN EQUITY,0,0,0,1,0,0,0,0,1,0,0,0,1,JPY,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
IE00BF4G7076,JPM US Research Enhanced Index Equity,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
US46137V4317,Invesco S&P 500 GARP ETF,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
IE00BF4G6Y48,,,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD,0.7346216369554373,0.11947983458931051,0.0533119313663833,0.032219037349062514,0.039019905896627655,0,0,0.02134765384317841,0,0.9999999999999997,,,,,,,,,,,,,,,
GB0001448678,COLUMBIA THREADNEEDLE JAPAN FUND,FM Japan,ASIAN EQUITY,0,0,0,1,0,0,0,0,1,0,0,0,1,GBP,0,0,1.0198581382851903,0,-0.019858138285189897,0,0,0,0,1.0000000000000004,,,,,,,,,,,,,,,
LU0080998981,PICTET JAPANESE EQUITY SELECTION,FM Japan,ASIAN EQUITY,0,0,0,1,0,0,0,0,1,0,0,0,1,JPY,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
IE00B3YZ8K73,NOMURA JAPAN STRATEGIC VALUE FUND,FM Japan,ASIAN EQUITY,0,0,0,1,0,0,0,0,1,0,0,0,1,USD,2.028200668089395e-06,4.160483092330071e-05,0.9994927132667213,0,0.00046365370168709305,0,0,0,0,0.9999999999999998,,,,,,,,,,,,,,,
US46434G7640,ISHARES MSCI EMR MRK EX CHINA,ETF EM Global,EM GLOBAL EQUITY,0,0,0,0,1,0,0,0,1,0,0,0,1,USD,0.02172549212694415,0.03281111996511403,0.02179253086221934,0.044934392503561786,0.010961258907778194,0.26043606659369195,0.06851293273341837,0.5388262063072717,0,0.9999999999999996,,,,,,,,,,,,,,,
US46429B5984,ISHARES MSCI INDIA ETF,ETF Asia,ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,-0.0004951571926845223,0,0,0,0,1.0004951571926857,0,0,0,1.000000000000001,,,,,,,,,,,,,,,
LU2093717580,JPM EM MT DV- IUSDACC,FM EM Global,EM GLOBAL EQUITY,0,0,0,0,1,0,0,0,1,0,0,0,1,USD,0.05372246418253249,0.027402263830658333,0,0.03356700306286668,0,0.1428215040839762,0.06560366297605331,0.6768831018639132,0,1.0000000000000002,,,,,,,,,,,,,,,
GB0033030304,INVESCO GLB EM MKT UCIT,FM EM Global,EM GLOBAL EQUITY,0,0,0,0,1,0,0,0,1,0,0,0,1,GBP,0.15522269834884622,0.00678677447249843,0,0,0.019649540071765826,0.09525915510355301,0.0892888720185388,0.6337929599847971,0,0.9999999999999993,,,,,,,,,,,,,,,
IE00BTC1NF90,MAN Numeric EM EQ,FM EM Global,EM GLOBAL EQUITY,0,0,0,0,1,0,0,0,1,0,0,0,1,USD,0,0.0213,0.0218,0.054299999999999994,0,0.1487,0.0676,0.6863,0,1,,,,,,,,,,,,,,,
US4642875235,ISHARES SEMICONDUCTOR ETF,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
US46432F3394,ISHARES EDGE MSCI USA QUALITY,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1.0000000000000002,0,0,0,0,0,0,0,0,1.0000000000000002,,,,,,,,,,,,,,,
GB00BR4R5551,Dimensional Emerging Markets Core Equity,FM EM Global,EM GLOBAL EQUITY,0,0,0,0,1,0,0,0,1,0,0,0,1,EUR,0.05011545345578514,0.022137677948597306,0.016406098219738107,0.03906206107699243,0.007731620397745937,0.19804468723309235,0.05324923880616712,0.6132531628618826,0,1.0000000000000009,,,,,,,,,,,,,,,
US46641Q3083,JPMorgan Diversified Return Emerging Markets ETF,ETF EM Global,EM GLOBAL EQUITY,0,0,0,0,1,0,0,0,1,0,0,0,1,USD,0.01484007883633341,0.04020367547542209,0.04802984417664523,0.04206701320122411,0.007157695990142856,0.16431839410540644,0.18663242345164618,0.4967508747631785,0,0.9999999999999988,,,,,,,,,,,,,,,
LU1580142898,BGF CHINA SYS A SHR,FM China,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.01187764188660649,0,0,0,0,0,0,0.9881223581133932,0,0.9999999999999997,,,,,,,,,,,,,,,
IE00B42NKQ00,Ishares S&P 500 ENERGY,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1.0000000000000002,0,0,0,0,0,0,0,0,1.0000000000000002,,,,,,,,,,,,,,,
IE00BDDRF478,Ishares S&P 500 COMMUNICATION,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1.0000000000000002,0,0,0,0,0,0,0,0,1.0000000000000002,,,,,,,,,,,,,,,
IE00B3WJKG14,Ishares S&P 500 UTILITIES,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1.0000000000000002,0,0,0,0,0,0,0,0,1.0000000000000002,,,,,,,,,,,,,,,
