ISIN,NOM,NAM,SECTOR,GLOBAL,US EQUITY,EUROPEAN EQUITY +  UK,JAPON EQUITY,EM GLOBAL,EM ASIAN EQUITY,LATIN AMERICAN EQUITY,ALTERNATIVE,TOTAL,ORO,PLATA,REAL ESTATE,CONTROL,RIESGO,USD,EUR,JPY,CAD,GBP,MXN,BRL,AUD,COP,TOTAL,,,,,,,,,,,,,,,
FR0007054358,LYXOR ETF EUROSTOXX 50,ETF Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,EUR,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
LU0219424131,MFSEUROPEAN RESEARCH,FM Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,EUR/GBP,0.04860751460495276,0.6606270784114251,0,0,0.290765406983622,0,0,0,0,0.9999999999999998,,,,,,,,,,,,,,,
LU0846194776,DBX TRACKER MSCI EMU INDEX ETF,ETF Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,EUR,0.008767971785790762,0.9900947752726007,0,0,0.001137252941608133,0,0,0,0,0.9999999999999997,,,,,,,,,,,,,,,
US78463X2027,SPDR EURO STOXX 50 FD ETFFEZ,ETF Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,EUR,0.00017047425940956137,0.9998295172485392,0,0,8.492051048137905e-09,0,0,0,0,0.9999999999999998,,,,,,,,,,,,,,,
LU0439321364,INVESTEC GLOBAL STATEGY FUND LIMITED EUROPEAN EQUI,FM Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,EUR/GBP,0.0617750205088404,0.717825050468878,0,0,0.22039992902228175,0,0,0,0,1.0000000000000002,,,,,,,,,,,,,,,
LU0255980244,Pictet - Water,FM Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD/EUR/JPY/CAD/BRL,0.6536947700613795,0.11984990449022079,0.01086952629033044,0.11237029549084009,0.06329511241092216,0,0.03992039125630689,0,0,0.9999999999999999,,,,,,,,,,,,,,,
LU0360482987,Morgan Stanley Investment Fund,FM Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD/EUR,0.7798461151639058,0.13968546179105545,0,0,0.08046842304503878,0,0,0,0,1,,,,,,,,,,,,,,,
LU0219454633,MFS  MER GLOBAL EQUITY,FM Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD/EUR,0.5569534779750197,0.3047078470444159,0.01278086726585642,0.026512149305583207,0.08705827955153389,0.0027781919005467007,0,0.009209186957043966,0,0.9999999999999998,,,,,,,,,,,,,,,
LU0936248318,ROBECO GLOBAL CONSUMER TRENDS,FM Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD/EUR,0.6820390916354103,0.23223698683887856,0.01695867230835484,0,0.02945264224995753,0,0,0.039312606967398696,0,1,,,,,,,,,,,,,,,
US4642882579,ETF ISHARES MSCI ACWI INDEX FUND US,ETF Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,EUR/JPY/USD,0.6524383933595175,0.11181529989296897,0.050834311094973945,0.03248450026103347,0.03343623502198579,0.019140503417121597,0.0050343681045895965,0.0948163888478089,0,0.9999999999999997,,,,,,,,,,,,,,,
US4642874659,iShares MSCI EAFE Index Fund,ETF Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,EUR/JPY,0.019442657799204933,0.49884054109228404,0.2241740497490966,0,0.14845527498095576,0,0,0.10908747637845839,0,0.9999999999999998,,,,,,,,,,,,,,,
LU0552385535,MORGAN ST GLOBAL OPPORTUNITY,FM Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD/EUR/GBP/JPY,0.713755057592616,0.1483342239731064,0.008047069881517767,0.023351569869405616,0.01309154867054637,0.050385743864862255,0,0.04303478614794538,0,0.9999999999999999,,,,,,,,,,,,,,,
IE00B6R52259,ISHARES MSCI ACWI UCITS,ETF Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,EUR/JPY/USD,0.6825762993284122,0.11074216991918641,0.05080798407507034,0.03001522351256458,0.03328279155059846,0.0020003243268694555,0.0011850254742534318,0.08939018181304541,0,1.0000000000000004,,,,,,,,,,,,,,,
US4642864007,iShares MSCI Brazil Index Fund,ETF Latam,LATIN AMERICAN EQUITY,0,0,0,0,0,0,1,0,1,0,0,0,1,BRL,0.15857717067277124,0,0,0,0,0,0.8414228293272284,0,0,0.9999999999999997,,,,,,,,,,,,,,,
LU0129491972,JPMORGAN  LATIN AMERICA EQUITY FLEFLCCD LX,FM Latam,LATIN AMERICAN EQUITY,0,0,0,0,0,0,1,0,1,0,0,0,1,EUR/JPY/USD,0.4178880968088155,0.042264394579884484,0,0,0,0.18074198430414753,0.35910552430715237,0,0,0.9999999999999999,,,,,,,,,,,,,,,
US4642873909,iShares S&P Latin America 40 I,ETF Latam,LATIN AMERICAN EQUITY,0,0,0,0,0,0,1,0,1,0,0,0,1,EUR/JPY/USD,0.5281138718796613,0,0,0,0,0.25762295034178034,0.15982586240891844,0.05443731536963971,0,0.9999999999999997,,,,,,,,,,,,,,,
US4642868222,iShares MSCI Mexico Investable,ETF Latam,LATIN AMERICAN EQUITY,0,0,0,0,0,0,1,0,1,0,0,0,1,MXN,0.0007493857837580448,0,0,0,0,0.999250614216242,0,0,0,1,,,,,,,,,,,,,,,
IE00B53HP851,ISHARES FTSE 100 UCITS,ETF Europe,UK EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,GBP,0.00967668408162175,0,0,0.0021192045128979567,0.988204111405481,0,0,0,0,1.0000000000000007,,,,,,,,,,,,,,,
US46435G3341,ISHARES MSCI UNITED KINGD,ETF Europe,UK EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,GBP,0.0002218227909030805,0,0,0,0.9997781772090968,0,0,0,0,0.9999999999999999,,,,,,,,,,,,,,,
US9229083558,Vanguard Total Stock Market Index Fund- Institutio,FM US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9988065433108371,0,0,0.001193456689165377,0,0,0,0,0,1.0000000000000024,,,,,,,,,,,,,,,
US2332038197,DFA US Small Cap Value Portfol,FM US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1.0000000000000018,0,0,0,0,0,0,0,0,1.0000000000000018,,,,,,,,,,,,,,,
US2332038270,DFA US Large Cap Value Portfol,FM US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9971792609438412,0.0028207390561578744,0,0,0,0,0,0,0,0.9999999999999991,,,,,,,,,,,,,,,
US4642872000,Ishares Core S&P ETF,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1.0000000000000002,0,0,0,0,0,0,0,0,1.0000000000000002,,,,,,,,,,,,,,,
US78462F1030,SPDR S&P 500 ETF Trust,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
US9220401007,Vanguard Institutional Index F,FM US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9999999999999992,0,0,0,0,0,0,0,0,0.9999999999999992,,,,,,,,,,,,,,,
US81369Y6059,Financial Select Sector SPDR F,ETF Sectorial,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
US81369Y7040,Industrial Select Sector SPDR,ETF Sectorial,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
US4642865095,iShares MSCI Canada Index Fund,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.00046790726300516164,0,0,0.9995320927369946,0,0,0,0,0,0.9999999999999998,,,,,,,,,,,,,,,
LU0226954369,Robeco Capital Growth - US Pre,FM US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
US64122Q3092,NEUBERGER BERMAN MULTI CAP OPPORTUNITIES FUND-NMUL,FM US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9603611249203182,0,0,0.03963887507968173,0,0,0,0,0,1,,,,,,,,,,,,,,,
US4642873099,iShares S&P 500 Growth Index F,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9999999999999996,0,0,0,0,0,0,0,0,0.9999999999999996,,,,,,,,,,,,,,,
US4642876555,iShares Russell 2000 Index,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.994054489113052,0.0002693355527615599,0,0.004492506088344232,0.0011836692458413846,0,0,0,0,0.9999999999999992,,,,,,,,,,,,,,,
US46429B6974,ISHARES MSCI USA,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.98625609197456,0,0,0.013743908025440428,0,0,0,0,0,1.0000000000000004,,,,,,,,,,,,,,,
LU0278092605,VONTOBEL-US VALUE EQUITY I-VONUVAJ LX,FM US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9596316247846036,0,0,0.04036837521539635,0,0,0,0,0,1,,,,,,,,,,,,,,,
US9229083632,Vanguard S&P 500 ETF - VOO,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1.0000000000000002,0,0,0,0,0,0,0,0,1.0000000000000002,,,,,,,,,,,,,,,
IE00B5BMR087,iShares Core S&P 500 UCITS,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
IE00B3XXRP09,Vanguard S&P 500 ETF,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
BBG000BQZ8T2,DYNAMICDIVIDEND,FM US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD/CAD,0.2522494684115128,0,0,0.747750531588487,0,0,0,0,0,0.9999999999999998,,,,,,,,,,,,,,,
US4642878049,ISHARES CORE SMALL CAP,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9999999999999984,0,0,0,0,0,0,0,0,0.9999999999999984,,,,,,,,,,,,,,,
US81369Y4070,CONSUMER DISCRETIONARY SELT X,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
US81369Y8030,TECNOLOGY SELECT SECT SPDR,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
US81369Y2090,Health Care Select Sector SPDR,Health Care Select Sector SPDR,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
US4642871010,iShares S&P 100 Index Fund,iShares S&P 100 Index Fund,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1.0000000000000004,0,0,0,0,0,0,0,0,1.0000000000000004,,,,,,,,,,,,,,,
US4642875565,ISHARES NASDAG BIOTECHNOLOGY I,ISHARES NASDAG BIOTECHNOLOGY I,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9997218296283704,0,0,0.00013340113341552527,0.00014476923821437045,0,0,0,0,1.0000000000000002,,,,,,,,,,,,,,,
US2332035870,DFA Emerging Markets Value Por,DFA Emerging Markets Value Por,EMERGENTE,0,0,0,0,1,0,0,0,1,0,0,0,1,USD,0.05343773018884433,0.019401648268739198,0.01594715615483153,0.03301632944884643,0.006752641189273683,0.2047129777032619,0.037570495955065446,0.6291610210911379,0,1.0000000000000004,,,,,,,,,,,,,,,
LU0206294794,AB EM GROWTH PORTFOLIO,AB EM GROWTH PORTFOLIO,EMERGENTE,0,0,0,0,1,0,0,0,1,0,0,0,1,USD,0.08593845811243389,0.02963339027543251,0.028631973231958447,0.032651001887111744,0,0.1775078712725365,0.058473145376710195,0.5871641598438169,0,1.0000000000000002,,,,,,,,,,,,,,,
LU1322385532,Fidelity Funds World Fund I,Fidelity Funds World Fund I,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD,0.7049485974215337,0.146432439211427,0.056817105198017435,0.009441983385902422,0.05415747492313565,0,0,0.02820239985998321,0,0.9999999999999993,,,,,,,,,,,,,,,
LU0284395984,DNCA Invest Europe Value,DNCA Invest Europe Value,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,EUR/GBP,0.02303234315232988,0.848814251046874,0,0,0.1281534058007961,0,0,0,0,1,,,,,,,,,,,,,,,
LU0050381036,WELLINGTON US RESEARCH EQUITY FUND,WELLINGTON US RESEARCH EQUITY FUND,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9958570401702929,-9.7512590650391e-07,0,0.0041441188411023375,-1.8388548857212552e-07,0,0,0,0,1.0000000000000002,,,,,,,,,,,,,,,
US9220402096,THE VANGUARD GROUP INSTITUTIONAL INDEX FUND,THE VANGUARD GROUP INSTITUTIONAL INDEX FUND,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9999999999999992,0,0,0,0,0,0,0,0,0.9999999999999992,,,,,,,,,,,,,,,
LU0390136223,FRANKLIN TEMPLETON INVESTMENTS FUNDS TEMPLETON A,FRANKLIN TEMPLETON INVESTMENTS FUNDS TEMPLETON A,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.07277372274535217,0,0,0,0,0.4021172834112573,0,0.5251089938433906,0,1,,,,,,,,,,,,,,,
LU1681047236,AMUNDI ETF EURO STOXX 50 UCITS ETF,AMUNDI ETF EURO STOXX 50 UCITS ETF,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,EUR,0,0.9999999999999997,0,0,0,0,0,0,0,0.9999999999999997,,,,,,,,,,,,,,,
LU0729060128,AMUNDI EQUITY EMERGING FOCUS,AMUNDI EQUITY EMERGING FOCUS,EM EQUITY,0,0,0,0,1,0,0,0,1,0,0,0,1,USD,0.0763632336254603,0.024771536321104258,0.03366110634349446,0.004972764990875405,0,0.22166292632426332,0.052550496461136395,0.5860179457542904,0,1.0000000098206245,,,,,,,,,,,,,,,
LU1091682382,BGF ASIAN GROWTH LEADERS Fund,BGF ASIAN GROWTH LEADERS Fund,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.11054580898830073,0,0,0.01824685059026816,0,0.15132872412258153,0,0.7198786162988494,0,0.9999999999999998,,,,,,,,,,,,,,,
LU1240329117,INVESCO EURO EQUITY FUND,INVESCO EURO EQUITY FUND,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,EUR,0.02181219398380428,0.9465943229863097,0,0,0.03159348302988602,0,0,0,0,1,,,,,,,,,,,,,,,
IE00B5KRRV51,USB GLOBAL EM OPPORTUNITY,USB GLOBAL EM OPPORTUNITY,EM EQUITY,0,0,0,0,1,0,0,0,1,0,0,0,1,USD/BRL/MXN,0,0.092,0,0,0,0.128,0.069,0.711,0,1,,,,,,,,,,,,,,,
LU1681045370,AMUNDI ETF MSCI EMERGING MARKETS UCITS,AMUNDI ETF MSCI EMERGING MARKETS UCITS,EM EQUITY,0,0,0,0,1,0,0,0,1,0,0,0,1,USD,0.03152313055790771,0.022691193395839096,0.015097306099740313,0.031194413631823868,0.007615451193572347,0.18082732789599285,0.04763058667395847,0.6634205905511654,0,1,,,,,,,,,,,,,,,
LU1770940051,JPM EUROPE STRATEGIC GROWTH I2,JPM EUROPE STRATEGIC GROWTH I2,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,EUR/GBP,0.029799124969895088,0.7336783798241661,0,0,0.23652249520593902,0,0,0,0,1.0000000000000002,,,,,,,,,,,,,,,
IE0005042456,ETF UK,ISHARES CORE FTSE 100 UCITS ETF,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,GBP,0.007012450005191508,0,0,0,0.9929875499948086,0,0,0,0,1.0000000000000002,,,,,,,,,,,,,,,
US46434G1031,ISHARES CORE MSCI EMERGING MARKETS ETF,ISHARES CORE MSCI EMERGING MARKETS ETF,EMERGENTE,0,0,0,0,1,0,0,0,1,0,0,0,1,USD/BRL,0.0306156196291092,0.023314949461062835,0.014766321517643866,0.03171977906149129,0.008239822645525516,0.19243140203466,0.04927832974281422,0.64963377590769,0,0.9999999999999969,,,,,,,,,,,,,,,
IE00B53L3W79,ISHARES EURO STOXX 50 UCITS,ETF Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,USD,0.017360123486654395,0.9826398765133452,0,0,0,0,0,0,0,0.9999999999999996,,,,,,,,,,,,,,,
LU1770939988,JPMorgan Funds - Emerging Markets Equity Funds,JPMorgan Funds - Emerging Markets Equity Funds,EM EQUITY,0,0,0,0,1,0,0,0,1,0,0,0,1,USD/MXN/BRL,0.2909197379059295,0.04388579441088334,0,0.0065747924154684325,0,0.15207766802625158,0.05488097614545705,0.4516610310960103,0,1.0000000000000002,,,,,,,,,,,,,,,
US78464A8475,SPDR Portfolio Mid Cap,SPDR Portfolio Mid Cap,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9930229075942811,0,0,0.006977092405718197,0,0,0,0,0,0.9999999999999993,,,,,,,,,,,,,,,
US2332034139,DFA US Core Equity 1 I,DFA US Core Equity 1 I,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9999947974185075,5.202581493943003e-06,0,0,0,0,0,0,0,1.0000000000000013,,,,,,,,,,,,,,,
US46434V2824,Ishares Edge MSCI Multifactor USA,Ishares Edge MSCI Multifactor USA,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.99980081465544,0,0,0.00019918534455930153,0,0,0,0,0,0.9999999999999993,,,,,,,,,,,,,,,
LU0788520384,Allianz Best Styles US Equity,Allianz Best Styles US Equity,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9764332270130244,0,0,0.023566772986975657,0,0,0,0,0,1,,,,,,,,,,,,,,,
LU1240965456,INVESCO EURO EQUITY FUNDS ACC SHARES,INVESCO EURO EQUITY FUNDS ACC SHARES,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,EUR,0.02181219398380428,0.9465943229863097,0,0,0.03159348302988602,0,0,0,0,1,,,,,,,,,,,,,,,
LU1549405964,INVESCO JAPANESE EQUITY ADVANTAGE FUNDS ACC SHARES,INVESCO JAPANESE EQUITY ADVANTAGE FUNDS ACC SHARES,ASIAN EQUITY,0,0,0,1,0,0,0,0,1,0,0,0,1,JPY,0,0,0.9999931202195407,0,0,0,0,0,0,0.9999931202195407,,,,,,,,,,,,,,,
LU1549405709,INVESCO GREATER CHINA EQUITY FUNDS ACC SHARES,INVESCO GREATER CHINA EQUITY FUNDS ACC SHARES,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.11843686200364728,0,0,0,0,0,0,0.8815631379963527,0,1,,,,,,,,,,,,,,,
LU1681045453,AMUNDI ETF MSCI EMERGING MARKETS UCITS,AMUNDI ETF MSCI EMERGING MARKETS UCITS,EM EQUITY,0,0,0,0,1,0,0,0,1,0,0,0,1,USD,0.03152313055790771,0.022691193395839096,0.015097306099740313,0.031194413631823868,0.007615451193572347,0.18082732789599285,0.04763058667395847,0.6634205905511654,0,1,,,,,,,,,,,,,,,
US81369Y3080,CONSUMER STAPLES SELECT SECTOR SPDR F,ETF Sectorial,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
LU0935229152,SEEYOND EUROPE MINVOL,SEEYOND EUROPE MINVOL,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,EUR/GBP,0.045648701359160666,0.8148506950947345,0,0,0.13950060354610508,0,0,0,0,1.0000000000000002,,,,,,,,,,,,,,,
LU1787469441,SEEYOND EUROPE MINVOL - SIAEUR,SEEYOND EUROPE MINVOL - SIAEUR,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,EUR/GBP,0.045648701359160666,0.8148506950947345,0,0,0.13950060354610508,0,0,0,0,1.0000000000000002,,,,,,,,,,,,,,,
LU0313358250,GOLDMAN SACHS GS EMER MKT CORE EQ,GOLDMAN SACHS GS EMER MKT CORE EQ,EM EQUITY,0,0,0,0,1,0,0,0,1,0,0,0,1,USD,0.06716288907302552,0.027329722861977518,0.011417283769049515,0.04078618926041387,0.0027160186331029812,0.14545715115654206,0.04526943800166092,0.6598613072442279,0,1.0000000000000002,,,,,,,,,,,,,,,
LU1767066605,VONTOBEL  MTX SUSTAINABLE EMER MARKETS LEADERS,VONTOBEL  MTX SUSTAINABLE EMER MARKETS LEADERS,EM EQUITY,0,0,0,0,1,0,0,0,1,0,0,0,1,USD,0.09301013998568032,4.514802900279111e-06,0.023773278482139525,0.017549743770772595,0,0.16781718065041706,0.07757992103337283,0.6202652212747174,0,1,,,,,,,,,,,,,,,
LU1951186714,UBS LUX EQUITY FUND CHINA OPPORTUNITY USDIA3A,UBS LUX EQUITY FUND CHINA OPPORTUNITY USDIA3A,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.236882039041272,0,0,0,0,0,0,0.7631179609587279,0,0.9999999999999999,,,,,,,,,,,,,,,
IE00BQ1YBP44,COMGEST GROWTH JAPAN JPY I ACC,COMGEST GROWTH JAPAN JPY I ACC,ASIAN EQUITY,0,0,0,1,0,0,0,0,1,0,0,0,1,JPY,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
LU0492943443,INVESTEC GLOBAL LATIN AMERICANINLAEIA LX EQUITY,FM Latam,LATIN AMERICAN EQUITY,0,0,0,0,0,0,1,0,1,0,0,0,1,USD,0.13620553150377918,0,0,0,0.008437390156481768,0.27213073890753003,0.4921868769049431,0.09103946252726619,0,1.0000000000000002,,,,,,,,,,,,,,,
US46429B6719,ISHARES MSCI CHINA ETF,ETF EM Asia,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.054771068094151866,0,0,0,0,0,0,0.945228931905848,0,0.9999999999999999,,,,,,,,,,,,,,,
GB00B4YXVT80,JANUS HENDERSON CHINA OPP FUND,FM China,EM EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.05157567946240312,0,0,0,0.011300661458784455,0,0,0.9371236590788129,0,1.0000000000000004,,,,,,,,,,,,,,,
LU1429558577,LOOMIS SAYLES US GROWTH EQUITY FUND,FM US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9684861710292817,0,0,0.031513828970718555,0,0,0,0,0,1.0000000000000002,,,,,,,,,,,,,,,
GB0006014921,BAILLIE GIFFORD JAPANESE SMALLER COMPANIES FUND,FM Japan,ASIAN EQUITY,0,0,0,1,0,0,0,0,1,0,0,0,1,GBP,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
IE00BD6HM324,SPARX JAPAN FUND,FM Japan,ASIAN EQUITY,0,0,0,1,0,0,0,0,1,0,0,0,1,JPY,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
LU0191250769,NN L GLOBAL SUTAINABLE EQUITY FUND,FM Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD/EUR/GBP/JPY,0.7524146889430856,0.10847440260488125,0.03500860303720296,5.682660141826477e-08,0.09110716389060636,0,0,0.012995084697622112,0,0.9999999999999998,,GB0006061963,,,,,,,,,,,,,
LU0629158030,WELLINGTON GLOBAL QUALITY GROWTH FUND,FM Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD/EUR/GBP/JPY,0.6093838815517065,0.11508552464842624,0.06230982596256728,0.014232242920309241,0.05476313454767229,0.023772473530733265,0,0.12045291683858558,0,1.0000000000000004,,,,,,,,,,,,,,,
DE0005933931,ISHARES CORE DAX UCITS ETF,ETF Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,EUR,0,0.9999999999999997,0,0,0,0,0,0,0,0.9999999999999997,,,,,,,,,,,,,,,
LU1428951294,VONTOBEL US EQUITY FUND,FM US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9596316247846036,0,0,0.04036837521539635,0,0,0,0,0,1,,,,,,,,,,,,,,,
LU0130376550,ALLIANCE BERNSTEIN AMERICAN GROWTH PORTFOLIO,FM US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9948155881099361,0,0,0.00518441189006388,0,0,0,0,0,1,,,,,,,,,,,,,,,
LU1997245763,ALLIANZ CHINA ASHARES EQUITY FUND,FM China,EM ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0.02111372876826427,0,0,0,0,0,0,0.9788862712317357,0,0.9999999999999999,,,,,,,,,,,,,,,
GB00B0119487,MAN INT ICVC CONTINENTAL EUROPEAN GROWTH FUND,FM Europe,EUROPEAN EQUITY,0,0,1,0,0,0,0,0,1,0,0,0,1,GBP,0.1207372055475307,0.8726534671733962,0,0,0,0,0,0.006609327279073045,0,1,,,,,,,,,,,,,,,
LU0426422076,INVESTEC GLOBAL STRATEGY FUND LTD GLOBAL FRANCHI,FM Global,GLOBAL EQUITY,1,0,0,0,0,0,0,0,1,0,0,0,1,USD,0.8082786324899207,0.14773766263643656,0,0,0.04398370487364259,0,0,0,0,0.9999999999999999,,,,,,,,,,,,,,,
GB0006061963,BAILLIE GIFFORD AMERICAN FUND,FM US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.951031053432817,0,0,0.04187102295758033,0.007097923609602645,0,0,0,0,0.9999999999999999,,,,,,,,,,,,,,,
US46432F3881,ISHARES MSCI USA VALUE FACTOR,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,0.9999999999999997,0,0,0,0,0,0,0,0,0.9999999999999997,,,,,,,,,,,,,,,
US97717X5784,WISDOM TREE ASSET MANAGEMENT INC,ETF EM,EM EQUITY,0,0,0,0,1,0,0,0,1,0,0,0,1,USD,0.05950078728233718,0.017699094889247348,0,0.03753906767552298,2.8202202668327058e-09,0.20413399489348064,0.03698153086862008,0.6441455215705705,0,0.999999999999999,,,,,,,,,,,,,,,
IE00BD065N65,VERITAS ASIAN FUND,FM EM Asia,ASIAN EQUITY,0,0,0,0,0,1,0,0,1,0,0,0,1,USD,0,0,0,0,0,0.1275,0,0.8724999999999999,0,1,,,,,,,,,,,,,,,
IE00BYT1GJ24,COMGEST ASSET MANAGEMENT INTERNATIONAL,FM Japan,ASIAN EQUITY,0,0,0,1,0,0,0,0,1,0,0,0,1,USD,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
US4642866408,ISHARES MSCI CHILE INVESTABLE MARKET INDEX,ETF Latam,LATIN AMERICAN EQUITY,0,0,0,0,0,0,1,0,1,0,0,0,1,CLP,0.0002146665273013963,0,0,0,0,0,0,0.9997853334726987,0,1,,,,,,,,,,,,,,,
US81369Y8527,COMMUNICATION SERV SECTOR SPDR,ETF US,US EQUITY,0,1,0,0,0,0,0,0,1,0,0,0,1,USD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
